booking_id,hotel,lead_time,year,Month,Day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,previous_cancellations,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,average_daily_rate,total_of_special_requests,reservation_status,total_stay,total_guests,booking_type
101435,City Hotel,230,2025,December,26,0.0,3.0,1,1,0,CAN,Corporate,Corporate,3.0,4.0,Non Refund,213.0,36.0,Group,345.18,5.0,Check-Out,3.0,2,Early Booking
101436,Resort Hotel,231,2023,December,6,1.0,2.0,2,2,1,SGP,Direct,TA/TO,1.0,1.0,Non Refund,491.0,22.0,Transient,190.6,2.0,Check-Out,3.0,5,Early Booking
101437,City Hotel,86,2025,July,18,1.0,4.0,2,0,1,GBR,Corporate,Corporate,5.0,4.0,Non Refund,355.0,4.0,Transient,93.98,5.0,Check-Out,5.0,3,Last Minute
101438,City Hotel,90,2023,August,6,3.0,6.0,1,1,0,USA,Online TA,Direct,3.0,2.0,No Deposit,227.0,0.0,Transient,56.37,1.0,Canceled,9.0,2,Last Minute
101439,Resort Hotel,332,2025,October,6,3.0,5.0,1,1,1,UAE,Corporate,TA/TO,2.0,4.0,Non Refund,180.0,27.0,Transient-Party,239.79,2.0,Check-Out,8.0,3,Early Booking
101440,City Hotel,347,2023,May,6,3.0,4.0,2,2,0,AUS,Corporate,TA/TO,3.0,4.0,No Deposit,266.0,45.0,Transient,194.27,5.0,Canceled,7.0,4,Early Booking
101441,City Hotel,90,2023,November,19,0.0,2.0,4,0,0,DEU,Corporate,Direct,0.0,2.0,Refundable,10.0,30.0,Contract,130.8,2.0,Check-Out,2.0,4,Last Minute
101442,City Hotel,285,2025,October,23,0.0,4.0,4,0,0,AUS,Corporate,Corporate,1.0,3.0,No Deposit,464.0,44.0,Transient-Party,330.47,1.0,Check-Out,4.0,4,Early Booking
101443,Resort Hotel,129,2024,April,2,0.0,4.0,4,2,1,DEU,Online TA,Corporate,4.0,4.0,Non Refund,188.0,31.0,Group,140.17,1.0,Canceled,4.0,7,Early Booking
101444,Resort Hotel,349,2025,December,2,4.0,3.0,2,1,1,UAE,Direct,Direct,1.0,0.0,Non Refund,219.0,7.0,Group,168.48,3.0,Canceled,7.0,4,Early Booking
101445,City Hotel,194,2023,September,10,1.0,4.0,3,2,0,DEU,Groups,GDS,2.0,0.0,Refundable,175.0,31.0,Transient-Party,74.88,0.0,Check-Out,5.0,5,Early Booking
101446,City Hotel,310,2023,October,10,4.0,7.0,1,1,1,IND,Corporate,Corporate,2.0,0.0,Non Refund,94.0,4.0,Transient-Party,152.05,5.0,Check-Out,11.0,3,Early Booking
101447,Resort Hotel,149,2024,January,16,0.0,6.0,1,0,1,AUS,Offline TA/TO,Corporate,0.0,1.0,Non Refund,477.0,23.0,Contract,180.64,3.0,Canceled,6.0,2,Early Booking
101448,City Hotel,348,2023,May,4,1.0,7.0,3,2,1,UAE,Groups,Direct,2.0,0.0,Refundable,86.0,0.0,Transient-Party,246.0,2.0,Check-Out,8.0,6,Early Booking
101449,City Hotel,269,2024,October,9,3.0,3.0,1,2,1,AUS,Groups,Corporate,4.0,4.0,Refundable,181.0,25.0,Transient,264.76,0.0,Canceled,6.0,4,Early Booking
101450,Resort Hotel,236,2025,October,28,3.0,2.0,2,0,0,IND,Corporate,Corporate,1.0,1.0,No Deposit,7.0,11.0,Transient-Party,74.58,0.0,No-Show,5.0,2,Early Booking
101451,City Hotel,269,2023,August,9,0.0,4.0,4,1,1,DEU,Direct,TA/TO,4.0,2.0,Refundable,232.0,1.0,Contract,299.44,3.0,Check-Out,4.0,6,Early Booking
101452,City Hotel,239,2024,August,8,2.0,6.0,1,2,1,SGP,Groups,Direct,5.0,0.0,No Deposit,21.0,14.0,Group,261.2,5.0,Check-Out,8.0,4,Early Booking
101453,Resort Hotel,130,2025,May,5,1.0,7.0,2,1,1,IND,Corporate,Corporate,5.0,1.0,No Deposit,394.0,27.0,Group,328.68,5.0,Check-Out,8.0,4,Early Booking
101454,City Hotel,299,2025,June,1,0.0,4.0,1,1,0,GBR,Groups,GDS,5.0,1.0,Non Refund,498.0,43.0,Transient-Party,124.46,5.0,Check-Out,4.0,2,Early Booking
101455,City Hotel,272,2024,May,21,3.0,1.0,2,2,1,CAN,Corporate,GDS,2.0,2.0,No Deposit,490.0,47.0,Transient,286.58,4.0,Check-Out,4.0,5,Early Booking
101456,City Hotel,34,2024,May,5,2.0,2.0,1,0,1,SGP,Offline TA/TO,Corporate,0.0,4.0,Non Refund,406.0,21.0,Contract,342.51,2.0,Canceled,4.0,2,Last Minute
101457,City Hotel,240,2024,November,15,3.0,3.0,3,1,0,USA,Corporate,Corporate,0.0,4.0,No Deposit,199.0,7.0,Group,258.07,3.0,Check-Out,6.0,4,Early Booking
101458,City Hotel,160,2025,August,20,3.0,4.0,2,1,0,AUS,Direct,Corporate,1.0,2.0,Refundable,77.0,1.0,Group,96.44,1.0,Canceled,7.0,3,Early Booking
101459,City Hotel,100,2023,August,17,4.0,3.0,2,2,0,DEU,Direct,Direct,0.0,3.0,Refundable,409.0,33.0,Transient,222.97,2.0,Canceled,7.0,4,Early Booking
101460,Resort Hotel,61,2024,May,5,2.0,7.0,4,0,0,DEU,Groups,GDS,1.0,3.0,Non Refund,150.0,16.0,Transient,298.74,5.0,Check-Out,9.0,4,Last Minute
101461,City Hotel,224,2024,July,20,0.0,4.0,3,1,1,GBR,Corporate,GDS,0.0,4.0,Refundable,442.0,28.0,Group,159.82,2.0,Check-Out,4.0,5,Early Booking
101462,Resort Hotel,316,2023,July,11,1.0,5.0,1,2,0,SGP,Offline TA/TO,Corporate,3.0,0.0,No Deposit,446.0,49.0,Group,154.33,1.0,Check-Out,6.0,3,Early Booking
101463,City Hotel,54,2023,May,9,4.0,2.0,1,2,1,DEU,Groups,TA/TO,1.0,4.0,Non Refund,203.0,33.0,Contract,261.54,0.0,Check-Out,6.0,4,Last Minute
101464,Resort Hotel,219,2023,July,8,0.0,5.0,2,1,1,FRA,Online TA,Corporate,3.0,3.0,Refundable,213.0,32.0,Group,335.27,3.0,Check-Out,5.0,4,Early Booking
101465,City Hotel,16,2025,April,28,1.0,1.0,3,1,0,DEU,Corporate,TA/TO,0.0,0.0,Non Refund,224.0,42.0,Group,203.66,2.0,Canceled,2.0,4,Last Minute
101466,Resort Hotel,203,2023,August,3,2.0,7.0,2,1,0,AUS,Direct,Corporate,1.0,0.0,Refundable,279.0,0.0,Contract,72.81,5.0,Check-Out,9.0,3,Early Booking
101467,City Hotel,255,2025,March,11,1.0,4.0,3,1,1,FRA,Online TA,Corporate,3.0,0.0,Non Refund,12.0,43.0,Contract,145.24,2.0,Check-Out,5.0,5,Early Booking
101468,City Hotel,72,2024,August,15,0.0,7.0,1,1,1,DEU,Corporate,Corporate,2.0,1.0,No Deposit,412.0,23.0,Transient-Party,58.29,1.0,Check-Out,7.0,3,Last Minute
101469,Resort Hotel,136,2025,April,18,4.0,1.0,4,1,1,CAN,Corporate,Corporate,0.0,4.0,Refundable,205.0,5.0,Group,65.36,1.0,Canceled,5.0,6,Early Booking
101470,Resort Hotel,74,2025,November,18,0.0,7.0,1,0,1,NLD,Online TA,Corporate,5.0,4.0,Refundable,428.0,31.0,Transient-Party,347.18,1.0,Canceled,7.0,2,Last Minute
101471,Resort Hotel,285,2024,June,17,2.0,4.0,1,1,1,FRA,Offline TA/TO,GDS,1.0,3.0,No Deposit,448.0,13.0,Transient,294.73,3.0,Check-Out,6.0,3,Early Booking
101472,City Hotel,17,2025,August,12,1.0,7.0,1,0,0,NLD,Online TA,GDS,5.0,1.0,Refundable,396.0,26.0,Contract,144.16,0.0,Check-Out,8.0,1,Last Minute
101473,Resort Hotel,208,2023,August,14,3.0,7.0,1,2,1,GBR,Online TA,TA/TO,1.0,2.0,Non Refund,348.0,12.0,Transient-Party,179.6,3.0,Canceled,10.0,4,Early Booking
101474,City Hotel,209,2023,September,18,0.0,3.0,4,0,0,USA,Corporate,Direct,3.0,4.0,Non Refund,125.0,27.0,Contract,181.96,4.0,Canceled,3.0,4,Early Booking
101475,City Hotel,255,2025,June,8,0.0,5.0,1,0,0,NLD,Direct,Direct,3.0,1.0,No Deposit,158.0,18.0,Group,254.09,3.0,Check-Out,5.0,1,Early Booking
101476,City Hotel,110,2023,November,18,2.0,7.0,1,1,0,USA,Offline TA/TO,GDS,3.0,2.0,Refundable,242.0,24.0,Transient,263.43,0.0,Check-Out,9.0,2,Early Booking
101477,Resort Hotel,356,2025,June,23,1.0,7.0,2,2,1,UAE,Direct,GDS,0.0,4.0,Refundable,421.0,25.0,Contract,61.06,3.0,Check-Out,8.0,5,Early Booking
101478,Resort Hotel,141,2025,June,21,2.0,6.0,3,0,0,SGP,Direct,Corporate,0.0,4.0,Non Refund,308.0,49.0,Transient,61.36,4.0,Check-Out,8.0,3,Early Booking
101479,City Hotel,192,2023,March,26,1.0,2.0,1,1,0,FRA,Direct,Direct,1.0,3.0,Refundable,247.0,48.0,Transient-Party,330.88,4.0,Canceled,3.0,2,Early Booking
101480,Resort Hotel,263,2024,January,3,4.0,1.0,4,2,0,DEU,Online TA,Direct,0.0,2.0,Refundable,46.0,28.0,Group,313.17,4.0,Canceled,5.0,6,Early Booking
101481,Resort Hotel,91,2023,March,22,0.0,1.0,1,0,0,AUS,Offline TA/TO,GDS,2.0,1.0,Refundable,147.0,45.0,Contract,208.13,5.0,Check-Out,1.0,1,Early Booking
101482,Resort Hotel,288,2025,July,21,1.0,3.0,2,1,1,GBR,Offline TA/TO,Corporate,3.0,2.0,Refundable,117.0,5.0,Group,144.5,3.0,Check-Out,4.0,4,Early Booking
101483,Resort Hotel,164,2025,November,8,0.0,2.0,3,2,0,IND,Online TA,Direct,2.0,4.0,Refundable,222.0,36.0,Group,115.41,4.0,Check-Out,2.0,5,Early Booking
101484,City Hotel,73,2025,February,18,0.0,6.0,3,2,0,UAE,Offline TA/TO,Direct,1.0,4.0,Non Refund,119.0,25.0,Transient-Party,230.0,4.0,Canceled,6.0,5,Last Minute
101485,City Hotel,118,2024,August,17,4.0,4.0,1,0,1,AUS,Corporate,Corporate,1.0,3.0,No Deposit,147.0,35.0,Transient,341.85,2.0,Check-Out,8.0,2,Early Booking
101486,Resort Hotel,240,2025,March,24,4.0,6.0,3,1,0,GBR,Corporate,TA/TO,3.0,1.0,Refundable,227.0,40.0,Group,145.56,1.0,No-Show,10.0,4,Early Booking
101487,Resort Hotel,178,2024,March,25,0.0,4.0,3,0,0,NLD,Direct,GDS,1.0,4.0,Refundable,379.0,41.0,Group,138.7,1.0,Check-Out,4.0,3,Early Booking
101488,City Hotel,67,2023,August,3,2.0,2.0,4,0,1,DEU,Corporate,Direct,2.0,3.0,Refundable,408.0,0.0,Group,326.26,0.0,Check-Out,4.0,5,Last Minute
101489,Resort Hotel,205,2023,June,5,0.0,3.0,1,2,0,GBR,Offline TA/TO,TA/TO,1.0,2.0,Refundable,437.0,26.0,Group,266.01,0.0,Check-Out,3.0,3,Early Booking
101490,Resort Hotel,79,2024,May,26,1.0,3.0,3,1,0,IND,Direct,GDS,1.0,2.0,Refundable,356.0,43.0,Group,75.74,4.0,Check-Out,4.0,4,Last Minute
101491,Resort Hotel,48,2024,June,3,0.0,5.0,4,1,0,USA,Groups,Direct,5.0,2.0,Non Refund,276.0,31.0,Transient,69.95,1.0,Check-Out,5.0,5,Last Minute
101492,City Hotel,296,2023,December,8,3.0,2.0,4,2,0,SGP,Groups,Direct,0.0,3.0,Refundable,332.0,12.0,Group,218.97,5.0,Canceled,5.0,6,Early Booking
101493,Resort Hotel,321,2025,September,27,4.0,6.0,2,0,1,GBR,Groups,TA/TO,1.0,0.0,Refundable,433.0,45.0,Contract,159.09,5.0,Check-Out,10.0,3,Early Booking
101494,Resort Hotel,286,2025,May,10,0.0,6.0,2,0,0,SGP,Direct,Direct,4.0,1.0,Non Refund,249.0,47.0,Transient,230.73,1.0,Canceled,6.0,2,Early Booking
101495,Resort Hotel,224,2024,September,23,4.0,2.0,2,2,1,SGP,Groups,TA/TO,3.0,2.0,No Deposit,247.0,37.0,Group,71.0,2.0,Check-Out,6.0,5,Early Booking
101496,City Hotel,175,2024,December,8,3.0,5.0,2,1,0,DEU,Offline TA/TO,Direct,2.0,2.0,Non Refund,474.0,3.0,Transient,102.51,2.0,Check-Out,8.0,3,Early Booking
101497,City Hotel,190,2025,April,14,0.0,5.0,1,2,1,NLD,Corporate,GDS,1.0,2.0,Non Refund,289.0,8.0,Contract,119.53,4.0,Check-Out,5.0,4,Early Booking
101498,City Hotel,309,2025,February,26,1.0,4.0,1,0,1,SGP,Offline TA/TO,Direct,3.0,0.0,Refundable,341.0,20.0,Group,72.55,5.0,Check-Out,5.0,2,Early Booking
101499,City Hotel,100,2025,September,20,3.0,1.0,1,1,0,IND,Offline TA/TO,GDS,0.0,0.0,Refundable,428.0,21.0,Transient,308.89,1.0,Canceled,4.0,2,Early Booking
101500,City Hotel,332,2025,April,26,1.0,5.0,1,2,1,DEU,Groups,TA/TO,2.0,1.0,No Deposit,498.0,17.0,Transient,187.01,1.0,Canceled,6.0,4,Early Booking
101501,City Hotel,152,2025,December,16,0.0,4.0,3,2,1,USA,Groups,Corporate,5.0,3.0,Non Refund,453.0,10.0,Transient-Party,302.9,2.0,Check-Out,4.0,6,Early Booking
101502,Resort Hotel,193,2025,May,21,2.0,3.0,1,1,0,USA,Offline TA/TO,Direct,5.0,1.0,Refundable,482.0,43.0,Transient-Party,265.35,2.0,Canceled,5.0,2,Early Booking
101503,Resort Hotel,180,2024,February,10,2.0,3.0,2,2,1,NLD,Online TA,Corporate,3.0,2.0,Non Refund,127.0,19.0,Group,81.57,3.0,Canceled,5.0,5,Early Booking
101504,City Hotel,94,2025,July,9,4.0,1.0,2,2,0,CAN,Groups,Direct,4.0,1.0,Refundable,8.0,21.0,Group,331.6,0.0,Check-Out,5.0,4,Early Booking
101505,City Hotel,295,2023,October,15,1.0,1.0,4,1,0,USA,Groups,GDS,1.0,2.0,No Deposit,83.0,12.0,Contract,109.65,5.0,Check-Out,2.0,5,Early Booking
101506,City Hotel,297,2024,March,5,0.0,2.0,4,2,0,DEU,Groups,Direct,0.0,0.0,Refundable,256.0,28.0,Transient-Party,210.87,3.0,Canceled,2.0,6,Early Booking
101507,Resort Hotel,180,2024,February,19,4.0,4.0,4,2,1,NLD,Online TA,GDS,3.0,4.0,Refundable,96.0,25.0,Transient-Party,334.49,0.0,Canceled,8.0,7,Early Booking
101508,City Hotel,300,2025,June,23,2.0,3.0,3,2,0,CAN,Online TA,GDS,1.0,0.0,No Deposit,189.0,38.0,Transient-Party,92.58,3.0,Canceled,5.0,5,Early Booking
101509,City Hotel,347,2023,March,26,3.0,4.0,1,2,1,IND,Groups,GDS,2.0,1.0,Refundable,241.0,40.0,Contract,236.75,3.0,Canceled,7.0,4,Early Booking
101510,City Hotel,318,2024,November,22,4.0,7.0,1,1,1,SGP,Online TA,GDS,3.0,3.0,Non Refund,192.0,12.0,Transient,265.26,1.0,Check-Out,11.0,3,Early Booking
101511,City Hotel,348,2024,November,9,4.0,4.0,1,2,1,USA,Corporate,GDS,3.0,4.0,Non Refund,52.0,5.0,Transient-Party,72.67,4.0,Check-Out,8.0,4,Early Booking
101512,City Hotel,157,2024,July,9,4.0,5.0,1,1,0,DEU,Corporate,Direct,2.0,2.0,Non Refund,122.0,49.0,Contract,284.79,4.0,Check-Out,9.0,2,Early Booking
101513,City Hotel,122,2024,February,12,3.0,3.0,3,1,0,CAN,Direct,Direct,3.0,0.0,Refundable,294.0,12.0,Contract,215.5,2.0,Canceled,6.0,4,Early Booking
101514,Resort Hotel,160,2025,October,10,1.0,6.0,3,1,0,FRA,Groups,TA/TO,1.0,1.0,Non Refund,86.0,46.0,Contract,121.2,1.0,Check-Out,7.0,4,Early Booking
101515,Resort Hotel,60,2025,June,7,3.0,4.0,2,2,1,UAE,Groups,Direct,0.0,0.0,Non Refund,295.0,7.0,Transient-Party,172.03,3.0,Check-Out,7.0,5,Last Minute
101516,Resort Hotel,209,2023,August,20,3.0,3.0,1,2,1,DEU,Groups,Direct,1.0,4.0,Non Refund,386.0,34.0,Group,132.58,3.0,Check-Out,6.0,4,Early Booking
101517,Resort Hotel,328,2025,July,27,2.0,4.0,4,2,1,USA,Online TA,Corporate,1.0,4.0,Non Refund,14.0,36.0,Contract,207.78,3.0,Check-Out,6.0,7,Early Booking
101518,Resort Hotel,180,2024,May,3,0.0,4.0,4,0,0,SGP,Direct,Corporate,0.0,1.0,No Deposit,288.0,26.0,Transient,151.93,4.0,Canceled,4.0,4,Early Booking
101519,City Hotel,35,2025,July,25,3.0,3.0,1,2,1,AUS,Groups,Direct,1.0,3.0,Non Refund,194.0,20.0,Transient,297.36,2.0,Check-Out,6.0,4,Last Minute
101520,Resort Hotel,294,2025,February,17,1.0,1.0,2,0,0,GBR,Online TA,GDS,5.0,2.0,Refundable,108.0,20.0,Group,150.39,4.0,No-Show,2.0,2,Early Booking
101521,City Hotel,226,2025,December,10,4.0,3.0,2,2,0,GBR,Direct,TA/TO,5.0,0.0,No Deposit,71.0,42.0,Group,191.22,4.0,Check-Out,7.0,4,Early Booking
101522,City Hotel,91,2023,February,14,3.0,7.0,2,1,1,UAE,Direct,Corporate,1.0,1.0,Non Refund,218.0,5.0,Contract,164.93,3.0,Check-Out,10.0,4,Early Booking
101523,City Hotel,200,2023,April,15,0.0,7.0,1,2,1,GBR,Groups,Direct,5.0,0.0,Non Refund,388.0,25.0,Group,73.4,2.0,Check-Out,7.0,4,Early Booking
101524,City Hotel,268,2024,September,1,1.0,2.0,3,1,0,DEU,Offline TA/TO,GDS,5.0,0.0,Refundable,121.0,31.0,Transient-Party,271.14,2.0,Canceled,3.0,4,Early Booking
101525,City Hotel,140,2023,December,14,3.0,1.0,4,2,0,CAN,Direct,GDS,2.0,4.0,Non Refund,65.0,24.0,Transient-Party,118.02,2.0,Check-Out,4.0,6,Early Booking
101526,City Hotel,179,2024,January,7,2.0,5.0,4,0,0,DEU,Groups,GDS,0.0,0.0,Non Refund,228.0,17.0,Transient,219.49,5.0,Check-Out,7.0,4,Early Booking
101527,City Hotel,282,2023,December,28,0.0,2.0,3,1,0,AUS,Offline TA/TO,Corporate,5.0,0.0,No Deposit,29.0,23.0,Group,165.52,4.0,Check-Out,2.0,4,Early Booking
101528,Resort Hotel,191,2024,April,3,0.0,3.0,4,0,0,GBR,Online TA,GDS,2.0,2.0,No Deposit,278.0,25.0,Group,186.21,3.5,Canceled,3.0,4,Early Booking
101529,Resort Hotel,57,2024,May,9,3.0,2.0,2,2,1,UAE,Offline TA/TO,Direct,3.0,3.0,Refundable,228.0,1.0,Contract,218.45,3.0,Canceled,5.0,5,Last Minute
101530,City Hotel,186,2023,December,17,1.0,3.0,2,2,1,CAN,Corporate,Direct,5.0,2.0,Non Refund,98.0,46.0,Transient-Party,201.11,4.0,Check-Out,4.0,5,Early Booking
101531,Resort Hotel,246,2023,March,12,0.0,5.0,1,1,1,CAN,Online TA,TA/TO,2.0,3.0,No Deposit,175.0,23.0,Contract,212.23,2.0,Check-Out,5.0,3,Early Booking
101532,City Hotel,332,2024,April,1,4.0,2.0,1,1,0,GBR,Groups,TA/TO,2.0,4.0,Refundable,352.0,14.0,Contract,263.77,0.0,Check-Out,6.0,2,Early Booking
101533,Resort Hotel,211,2024,October,24,0.0,2.0,1,0,1,CAN,Direct,Corporate,1.0,4.0,No Deposit,68.0,26.0,Transient,127.36,1.0,Check-Out,2.0,2,Early Booking
101534,City Hotel,283,2025,December,16,2.0,1.0,4,1,1,NLD,Corporate,GDS,5.0,0.0,No Deposit,184.0,33.0,Group,108.45,2.0,Check-Out,3.0,6,Early Booking
101535,Resort Hotel,104,2024,April,21,1.0,1.0,2,2,0,SGP,Offline TA/TO,Corporate,0.0,0.0,No Deposit,463.0,22.0,Transient,207.6,4.0,Check-Out,2.0,4,Early Booking
101536,Resort Hotel,102,2024,December,22,3.0,2.0,1,1,0,GBR,Offline TA/TO,TA/TO,1.0,2.0,No Deposit,45.0,12.0,Transient-Party,179.54,4.0,Check-Out,5.0,2,Early Booking
101537,Resort Hotel,295,2025,April,28,2.0,2.0,2,1,0,UAE,Corporate,TA/TO,1.0,2.0,No Deposit,471.0,36.0,Transient-Party,313.4,1.0,Check-Out,4.0,3,Early Booking
101538,City Hotel,201,2025,December,10,2.0,7.0,1,0,1,CAN,Offline TA/TO,GDS,4.0,2.0,Non Refund,306.0,35.0,Transient,213.6,1.0,Check-Out,9.0,2,Early Booking
101539,City Hotel,228,2024,September,25,4.0,5.0,3,0,0,AUS,Online TA,GDS,3.0,1.0,Non Refund,179.0,27.0,Group,234.97,5.0,Canceled,9.0,3,Early Booking
101540,Resort Hotel,193,2025,July,27,1.0,6.0,3,1,1,USA,Offline TA/TO,TA/TO,4.0,0.0,Non Refund,262.0,22.0,Contract,249.89,5.0,Check-Out,7.0,5,Early Booking
101541,Resort Hotel,320,2023,August,25,0.0,6.0,1,1,0,DEU,Offline TA/TO,Corporate,3.0,1.0,Non Refund,429.0,7.0,Transient-Party,297.69,1.0,Check-Out,6.0,2,Early Booking
101542,Resort Hotel,154,2023,October,12,3.0,3.0,1,0,0,FRA,Direct,Corporate,4.0,3.0,Non Refund,73.0,36.0,Transient-Party,229.69,5.0,Check-Out,6.0,1,Early Booking
101543,Resort Hotel,225,2025,June,23,3.0,4.0,2,1,1,DEU,Corporate,Corporate,3.0,3.0,Non Refund,143.0,10.0,Transient-Party,313.35,5.0,Check-Out,7.0,4,Early Booking
101544,Resort Hotel,206,2024,May,16,0.0,5.0,2,0,0,GBR,Groups,GDS,4.0,3.0,Refundable,183.0,6.0,Transient-Party,118.42,5.0,Check-Out,5.0,2,Early Booking
101545,City Hotel,122,2025,June,15,1.0,5.0,3,2,0,DEU,Direct,Corporate,5.0,4.0,Refundable,147.0,30.0,Transient-Party,312.43,1.0,Canceled,6.0,5,Early Booking
101546,City Hotel,216,2023,January,16,2.0,6.0,1,2,0,GBR,Groups,GDS,0.0,3.0,Non Refund,330.0,9.0,Transient-Party,133.38,1.0,Canceled,8.0,3,Early Booking
101547,City Hotel,51,2025,June,14,2.0,7.0,3,2,1,AUS,Corporate,GDS,5.0,4.0,No Deposit,276.0,49.0,Group,341.43,0.0,Check-Out,9.0,6,Last Minute
101548,Resort Hotel,227,2023,March,12,2.0,7.0,2,0,1,SGP,Groups,Direct,3.0,1.0,No Deposit,308.0,9.0,Group,234.12,3.0,Check-Out,9.0,3,Early Booking
101549,City Hotel,349,2024,March,23,3.0,7.0,1,1,0,IND,Groups,Direct,5.0,4.0,No Deposit,461.0,10.0,Transient-Party,208.43,0.0,Check-Out,10.0,2,Early Booking
101550,Resort Hotel,2,2023,November,19,0.0,1.0,3,2,0,IND,Groups,Corporate,3.0,2.0,No Deposit,17.0,10.0,Group,83.86,5.0,Check-Out,1.0,5,Last Minute
101551,Resort Hotel,308,2024,January,25,1.0,6.0,4,1,0,IND,Online TA,GDS,4.0,1.0,No Deposit,428.0,47.0,Contract,286.41,5.0,Check-Out,7.0,5,Early Booking
101552,Resort Hotel,195,2024,January,18,2.0,2.0,4,1,0,NLD,Direct,Corporate,4.0,2.0,No Deposit,220.0,40.0,Contract,316.68,1.0,Check-Out,4.0,5,Early Booking
101553,City Hotel,196,2025,July,9,3.0,7.0,4,1,0,IND,Offline TA/TO,Direct,3.0,4.0,Refundable,211.0,29.0,Transient,76.81,0.0,Check-Out,10.0,5,Early Booking
101554,Resort Hotel,330,2024,March,25,0.0,3.0,2,2,0,DEU,Offline TA/TO,Corporate,2.0,4.0,Non Refund,310.0,15.0,Transient-Party,263.06,4.0,Canceled,3.0,4,Early Booking
101555,Resort Hotel,194,2025,May,22,0.0,6.0,3,0,0,CAN,Direct,Corporate,1.0,0.0,Non Refund,200.0,20.0,Group,161.58,2.0,Canceled,6.0,3,Early Booking
101556,Resort Hotel,239,2025,February,9,3.0,7.0,2,1,0,GBR,Online TA,Corporate,0.0,2.0,Non Refund,420.0,40.0,Transient,199.27,5.0,Check-Out,10.0,3,Early Booking
101557,Resort Hotel,70,2025,March,9,4.0,2.0,4,0,1,FRA,Online TA,Corporate,4.0,0.0,Refundable,87.0,29.0,Transient-Party,232.3,4.0,Check-Out,6.0,5,Last Minute
101558,Resort Hotel,242,2025,May,5,4.0,3.0,1,0,1,DEU,Offline TA/TO,Direct,2.0,1.0,Non Refund,1.0,1.0,Contract,87.7,2.0,Canceled,7.0,2,Early Booking
101559,Resort Hotel,49,2025,March,4,2.0,2.0,1,2,1,NLD,Groups,GDS,5.0,0.0,Refundable,372.0,24.0,Contract,297.27,4.0,Check-Out,4.0,4,Last Minute
101560,Resort Hotel,11,2025,April,15,3.0,5.0,3,1,1,GBR,Direct,Direct,4.0,1.0,Non Refund,495.0,15.0,Transient-Party,297.42,3.0,Check-Out,8.0,5,Last Minute
101561,City Hotel,279,2024,December,25,0.0,7.0,2,1,0,AUS,Groups,GDS,2.0,0.0,Non Refund,194.0,11.0,Contract,218.77,0.0,No-Show,7.0,3,Early Booking
101562,Resort Hotel,18,2024,March,16,3.0,1.0,1,1,1,SGP,Offline TA/TO,Direct,5.0,2.0,Non Refund,167.0,19.0,Transient-Party,215.84,0.0,Check-Out,4.0,3,Last Minute
101563,Resort Hotel,7,2023,September,22,3.0,4.0,4,2,0,SGP,Offline TA/TO,TA/TO,4.0,4.0,No Deposit,264.0,31.0,Contract,54.59,5.0,Check-Out,7.0,6,Last Minute
101564,Resort Hotel,68,2025,May,3,1.0,5.0,1,1,1,SGP,Corporate,TA/TO,1.0,0.0,Refundable,286.0,22.0,Contract,227.16,0.0,Check-Out,6.0,3,Last Minute
101565,City Hotel,58,2025,November,12,4.0,2.0,4,2,1,AUS,Online TA,GDS,0.0,0.0,Non Refund,149.0,8.0,Contract,239.87,4.0,Check-Out,6.0,7,Last Minute
101566,Resort Hotel,286,2024,April,13,0.0,2.0,3,2,0,SGP,Corporate,Corporate,5.0,1.0,No Deposit,386.0,16.0,Transient,288.77,3.0,Check-Out,2.0,5,Early Booking
101567,Resort Hotel,192,2023,February,25,4.0,5.0,3,2,1,CAN,Direct,Direct,0.0,4.0,Refundable,125.0,33.0,Transient,104.0,3.0,Check-Out,9.0,6,Early Booking
101568,City Hotel,119,2025,August,23,4.0,4.0,4,2,1,GBR,Offline TA/TO,Corporate,4.0,3.0,No Deposit,325.0,39.0,Group,284.78,2.0,Canceled,8.0,7,Early Booking
101569,City Hotel,217,2024,June,8,2.0,4.0,4,0,1,UAE,Online TA,GDS,4.0,4.0,Refundable,178.0,39.0,Contract,129.55,4.0,Check-Out,6.0,5,Early Booking
101570,Resort Hotel,275,2023,June,18,1.0,3.0,2,0,1,UAE,Online TA,Corporate,1.0,2.0,Refundable,166.0,16.0,Contract,80.28,0.0,Check-Out,4.0,3,Early Booking
101571,City Hotel,180,2024,May,10,0.0,3.0,1,0,1,FRA,Offline TA/TO,GDS,0.0,0.0,No Deposit,210.0,4.0,Transient-Party,248.98,5.0,Canceled,3.0,2,Early Booking
101572,City Hotel,178,2025,July,23,4.0,7.0,2,2,0,GBR,Groups,Corporate,1.0,4.0,No Deposit,445.0,8.0,Group,304.73,1.0,Canceled,11.0,4,Early Booking
101573,Resort Hotel,287,2025,May,16,3.0,6.0,2,1,1,AUS,Online TA,GDS,4.0,1.0,Non Refund,105.0,6.0,Group,148.0,2.0,Check-Out,9.0,4,Early Booking
101574,City Hotel,301,2023,August,2,2.0,1.0,3,2,0,DEU,Groups,Corporate,5.0,2.0,No Deposit,158.0,49.0,Contract,143.66,5.0,Check-Out,3.0,5,Early Booking
