booking_id,hotel,lead_time,year,Month,Day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,previous_cancellations,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,average_daily_rate,total_of_special_requests,reservation_status
101595,Resort Hotel,307,2024,January,17,3,4,2,2,1,GBR,Direct,TA/TO,4,4,Non Refund,33,17,Contract,308.74,0,Check-Out
101596,Resort Hotel,40,2024,July,11,2,6,1,2,0,UAE,Online TA,GDS,0,2,No Deposit,282,7,Contract,216.66,5,Canceled
101597,City Hotel,251,2023,December,13,2,3,4,1,0,NLD,Direct,GDS,1,0,Non Refund,432,14,Transient,202.07,3,Check-Out
101598,City Hotel,329,2023,May,14,0,2,3,2,0,AUS,Direct,Corporate,0,2,Refundable,208,49,Transient-Party,197.82,3,Check-Out
101599,Resort Hotel,306,2025,November,4,2,2,1,1,1,DEU,Groups,TA/TO,3,3,Refundable,361,17,Group,156.8,2,Check-Out
101600,Resort Hotel,315,2023,April,1,2,2,4,2,1,DEU,Offline TA/TO,GDS,2,4,Non Refund,80,6,Contract,261.42,5,Canceled
101601,City Hotel,150,2025,November,21,4,7,3,2,0,GBR,Offline TA/TO,Direct,1,4,No Deposit,491,8,Transient,234.79,2,Check-Out
101602,City Hotel,318,2024,August,18,1,2,1,0,1,SGP,Corporate,Corporate,1,4,Refundable,403,7,Transient-Party,228.2,2,Check-Out
101603,Resort Hotel,254,2023,September,14,4,4,3,2,0,IND,Direct,Direct,5,1,Non Refund,376,9,Transient,119.23,3,Check-Out
101604,City Hotel,167,2024,April,12,0,3,1,1,0,SGP,Corporate,TA/TO,0,2,No Deposit,472,37,Group,61.04,1,Canceled
101605,Resort Hotel,264,2025,October,12,3,4,3,0,0,CAN,Offline TA/TO,Direct,3,1,Non Refund,469,3,Group,316.49,3,Canceled
101606,Resort Hotel,269,2024,February,12,2,2,4,0,0,UAE,Offline TA/TO,TA/TO,1,2,Refundable,228,43,Transient,93.68,3,Check-Out
101607,City Hotel,112,2024,January,14,3,1,4,0,0,UAE,Online TA,GDS,2,2,No Deposit,436,33,Transient-Party,61.88,1,Check-Out
101608,Resort Hotel,7,2023,October,24,0,3,4,0,1,SGP,Corporate,Corporate,5,2,No Deposit,223,35,Contract,300.33,0,Check-Out
101609,Resort Hotel,274,2025,November,5,4,4,2,2,1,DEU,Online TA,Corporate,2,0,No Deposit,415,8,Transient,265.35,5,Canceled
101610,Resort Hotel,91,2025,October,23,3,2,3,2,0,CAN,Online TA,Corporate,1,1,Refundable,90,12,Transient,75.5,0,Canceled
101611,Resort Hotel,346,2025,March,2,2,1,1,1,0,IND,Offline TA/TO,TA/TO,1,3,Refundable,238,29,Transient-Party,117,1,Canceled
101612,Resort Hotel,6,2023,March,8,3,2,2,2,0,GBR,Offline TA/TO,Direct,2,4,Refundable,457,43,Transient-Party,252.76,2,Check-Out
101613,Resort Hotel,299,2023,May,18,0,5,4,1,1,GBR,Corporate,Direct,3,3,Refundable,379,31,Transient-Party,115.45,1,Check-Out
101614,Resort Hotel,299,2023,May,23,0,7,2,2,1,GBR,Corporate,GDS,2,0,No Deposit,488,7,Transient,198.13,1,Check-Out
101615,Resort Hotel,217,2024,May,18,1,7,3,0,0,UAE,Offline TA/TO,Corporate,1,2,Refundable,379,16,Group,240.03,2,Check-Out
101616,City Hotel,2,2023,June,14,2,2,4,1,0,USA,Corporate,Direct,4,3,No Deposit,182,22,Group,226.58,4,Check-Out
101617,City Hotel,196,2025,May,21,3,7,4,2,1,SGP,Online TA,GDS,0,4,Refundable,290,29,Group,247.71,4,Canceled
101618,Resort Hotel,177,2023,May,13,0,5,4,1,0,SGP,Groups,TA/TO,0,3,Refundable,34,34,Contract,110.77,3,Canceled
101619,City Hotel,307,2025,June,1,4,2,3,1,0,CAN,Corporate,TA/TO,3,3,Non Refund,270,20,Transient,264.3,0,No-Show
101620,Resort Hotel,108,2025,June,2,0,5,2,0,,NLD,Groups,Corporate,0,1,Refundable,44,26,Transient-Party,161.48,3,Canceled
101621,City Hotel,338,2024,April,1,3,1,1,0,1,USA,Direct,GDS,4,4,,136,28,Transient-Party,290.48,2,Canceled
101622,City Hotel,24,2025,December,8,0,1,3,1,1,USA,Offline TA/TO,GDS,4,0,No Deposit,363,17,Group,205.74,3,Canceled
101623,City Hotel,206,2024,November,21,3,5,4,1,0,CAN,Direct,TA/TO,4,1,Refundable,348,33,Transient,259.06,1,Check-Out
101624,Resort Hotel,121,2023,September,19,4,7,4,1,0,CAN,Offline TA/TO,Corporate,0,0,No Deposit,259,38,Transient,163.72,2,Check-Out
101625,Resort Hotel,203,2024,February,27,0,6,1,1,0,FRA,Direct,GDS,3,2,No Deposit,252,3,Transient-Party,162.14,3,Check-Out
101626,City Hotel,177,2024,March,13,2,5,3,1,1,USA,Online TA,Corporate,3,2,No Deposit,468,5,Group,342.98,2,Check-Out
101627,City Hotel,312,2024,December,1,3,5,2,2,1,SGP,Groups,TA/TO,2,0,Non Refund,243,12,Contract,167.28,3,Canceled
101628,Resort Hotel,176,2024,September,4,0,3,3,1,1,FRA,Groups,GDS,4,0,No Deposit,46,4,Contract,123.57,3,Canceled
101629,City Hotel,123,2023,June,28,2,5,2,0,0,USA,Direct,Corporate,0,2,Refundable,473,19,Transient-Party,166.5,0,Check-Out
101630,City Hotel,56,2023,July,23,1,1,1,1,0,IND,Direct,TA/TO,1,0,No Deposit,441,46,Group,181.58,3,Check-Out
101631,Resort Hotel,248,2025,September,15,1,7,1,2,1,USA,Online TA,TA/TO,1,4,No Deposit,228,48,Group,126.76,0,Canceled
101632,City Hotel,359,2024,October,1,3,7,3,2,1,UAE,Offline TA/TO,Corporate,0,2,Non Refund,463,15,Transient-Party,50.67,5,Check-Out
101633,Resort Hotel,108,2023,May,27,1,1,2,1,0,CAN,Direct,GDS,5,0,No Deposit,352,42,Contract,86.28,0,Check-Out
101634,City Hotel,91,2025,August,3,2,6,4,2,0,NLD,Corporate,GDS,5,1,Non Refund,240,23,Group,193.21,5,Canceled
101635,Resort Hotel,204,2025,December,16,3,5,1,0,1,SGP,Corporate,Corporate,5,1,Non Refund,434,39,Group,346.98,3,Check-Out
101636,Resort Hotel,72,2024,July,11,4,7,2,0,1,FRA,Offline TA/TO,Direct,1,1,Refundable,244,45,Contract,176.82,3,Check-Out
101637,Resort Hotel,315,2023,February,21,3,7,1,0,0,DEU,Offline TA/TO,Corporate,0,0,Refundable,43,38,Transient-Party,322.67,4,Check-Out
101638,City Hotel,156,2024,April,26,3,7,4,0,0,CAN,Corporate,GDS,2,3,Refundable,316,31,Contract,216.6,1,No-Show
101639,City Hotel,155,2025,February,12,3,6,1,2,1,GBR,Corporate,GDS,4,4,Non Refund,73,42,Group,264.69,0,Check-Out
101640,City Hotel,235,2024,June,2,1,3,2,1,1,AUS,Offline TA/TO,Direct,1,1,Non Refund,443,10,Transient,194.59,4,Check-Out
101641,City Hotel,186,2024,April,2,4,6,3,1,0,DEU,Groups,Corporate,4,2,No Deposit,91,26,Group,294.92,0,Canceled
101642,Resort Hotel,274,2023,June,14,4,4,2,2,1,USA,Direct,Corporate,5,3,Refundable,292,27,Group,133.64,4,Check-Out
101643,City Hotel,300,2025,March,23,0,,1,2,0,DEU,Direct,Direct,2,2,Refundable,317,5,Transient-Party,246.36,3,No-Show
101644,City Hotel,302,2023,June,3,2,7,3,2,1,GBR,Offline TA/TO,GDS,0,2,No Deposit,139,37,Group,143.79,2,Check-Out
101645,City Hotel,214,2024,October,13,3,6,4,0,0,USA,Online TA,Corporate,1,2,No Deposit,283,41,Transient-Party,190.85,5,Check-Out
101646,City Hotel,340,2025,November,1,2,5,3,2,0,FRA,Groups,TA/TO,5,1,No Deposit,1,34,Transient-Party,140.2,0,Canceled
101647,City Hotel,288,2023,February,12,4,3,1,0,1,SGP,Corporate,Direct,2,4,Refundable,464,3,Group,257.65,3,Canceled
101648,Resort Hotel,87,2024,February,17,2,5,3,1,0,NLD,Direct,GDS,5,4,No Deposit,195,46,Transient,90.89,5,No-Show
101649,City Hotel,355,2023,April,11,4,1,4,2,0,SGP,Direct,Corporate,2,2,Refundable,264,12,Group,70.03,0,Canceled
101650,Resort Hotel,223,2025,December,2,4,1,3,2,1,DEU,Direct,Direct,5,4,Refundable,315,20,Contract,203.92,3,Check-Out
101651,City Hotel,339,2023,June,28,2,5,4,1,0,GBR,Online TA,Direct,2,0,Refundable,417,45,Contract,283.04,0,Canceled
101652,City Hotel,208,2025,September,18,4,1,4,1,1,SGP,Offline TA/TO,GDS,4,3,Non Refund,358,49,Group,276.69,2,Check-Out
101653,Resort Hotel,330,2024,February,4,0,3,3,2,0,UAE,Direct,TA/TO,2,3,Non Refund,175,21,Contract,258.77,2,Canceled
101654,Resort Hotel,181,2023,March,28,2,7,1,0,1,GBR,Direct,TA/TO,3,0,No Deposit,381,44,Group,97.04,5,Check-Out
101655,Resort Hotel,194,2024,September,15,2,4,3,1,1,IND,Groups,GDS,1,2,No Deposit,476,43,Group,318.21,5,Check-Out
101656,Resort Hotel,46,2024,October,26,4,5,1,1,0,IND,Offline TA/TO,GDS,5,4,No Deposit,96,32,Group,234.33,0,Check-Out
101657,City Hotel,127,2023,July,16,2,5,3,2,0,CAN,Direct,GDS,5,4,Non Refund,41,9,Transient-Party,89.06,0,Check-Out
101658,City Hotel,163,2024,March,9,1,4,1,2,0,AUS,Online TA,TA/TO,5,2,No Deposit,215,25,Transient-Party,295.28,5,Check-Out
101659,City Hotel,172,2024,September,8,3,5,1,0,0,USA,Offline TA/TO,TA/TO,3,2,Non Refund,306,18,Transient-Party,76.05,1,Canceled
101660,Resort Hotel,173,2023,July,11,3,3,4,0,1,IND,Corporate,GDS,1,2,Refundable,262,26,Transient-Party,228.01,1,Canceled
101661,Resort Hotel,126,2023,July,25,3,5,4,0,0,SGP,Direct,Direct,0,2,Non Refund,266,42,Group,173.47,2,Check-Out
101662,City Hotel,275,2025,December,13,1,6,4,0,0,UAE,Direct,TA/TO,0,2,Refundable,402,40,Group,154.03,5,Check-Out
101663,Resort Hotel,307,2025,June,23,2,3,4,0,1,SGP,Offline TA/TO,Corporate,3,3,Non Refund,148,29,Contract,169.48,1,Check-Out
101664,City Hotel,64,2025,July,17,2,3,1,0,0,FRA,Offline TA/TO,TA/TO,1,2,Non Refund,79,26,Transient-Party,207.35,2,Check-Out
101665,Resort Hotel,332,2024,May,18,2,4,4,2,0,NLD,Corporate,Corporate,4,0,Non Refund,310,26,Group,204.44,5,Check-Out
101666,Resort Hotel,331,2023,July,23,1,4,1,0,1,AUS,Direct,TA/TO,5,2,No Deposit,92,33,Contract,157.68,5,Check-Out
101667,City Hotel,103,2025,February,11,2,2,3,2,1,DEU,Offline TA/TO,GDS,0,1,Refundable,44,47,Transient,276.2,3,Check-Out
101668,City Hotel,195,2024,November,12,1,2,3,0,0,AUS,Corporate,GDS,4,3,No Deposit,3,18,Contract,141.67,5,No-Show
101669,Resort Hotel,75,2025,March,3,1,3,3,2,1,USA,Offline TA/TO,Corporate,1,2,Refundable,62,0,Contract,223.69,1,Check-Out
101670,Resort Hotel,363,2025,August,14,4,3,1,2,1,SGP,Online TA,Corporate,2,2,Refundable,285,33,Group,88.4,0,Check-Out
101671,City Hotel,15,2023,April,16,3,7,4,2,0,CAN,Online TA,TA/TO,5,3,Non Refund,334,26,Transient-Party,237.9,2,Canceled
101672,Resort Hotel,175,2023,November,6,4,1,3,0,1,DEU,Groups,GDS,4,0,Non Refund,315,24,Contract,254.37,2,Check-Out
101673,Resort Hotel,150,2024,March,18,4,3,1,2,0,NLD,Corporate,TA/TO,3,1,Non Refund,361,34,Transient-Party,300.77,5,Check-Out
101674,City Hotel,257,2025,April,9,2,4,1,1,0,NLD,Corporate,GDS,1,1,Refundable,481,13,Contract,304.99,1,Check-Out
101675,City Hotel,325,2025,September,4,4,4,4,2,1,UAE,Direct,Direct,3,1,Non Refund,368,45,Contract,284.45,5,Check-Out
101676,City Hotel,349,2025,December,22,0,2,4,1,0,FRA,Direct,TA/TO,2,4,No Deposit,54,19,Transient-Party,127.14,3,Check-Out
101677,City Hotel,190,2023,March,9,3,6,4,2,0,IND,Online TA,TA/TO,0,2,No Deposit,372,1,Contract,99.92,0,Check-Out
101678,Resort Hotel,113,2023,May,27,2,7,1,2,0,DEU,Online TA,Corporate,2,2,Refundable,233,44,Transient-Party,175.34,3,Canceled
101679,Resort Hotel,22,2025,July,8,0,2,1,0,0,IND,Online TA,Direct,4,1,Refundable,50,26,Transient-Party,156.55,2,Check-Out
101680,City Hotel,1,2024,January,6,4,4,1,0,0,FRA,Corporate,Corporate,5,1,No Deposit,445,27,Group,74.14,0,Canceled
101681,City Hotel,216,2024,June,11,1,1,1,0,0,IND,Online TA,GDS,1,3,Refundable,284,10,Group,109.58,5,Canceled
101682,City Hotel,10,2024,June,4,2,6,2,0,1,UAE,Online TA,Corporate,5,1,Non Refund,250,3,Contract,134.94,5,Check-Out
101683,Resort Hotel,280,2024,June,3,3,6,4,1,0,GBR,Direct,Direct,1,4,Refundable,16,3,Group,251.24,4,Canceled
101684,City Hotel,190,2025,April,19,0,5,3,1,0,AUS,Corporate,Direct,3,4,Refundable,241,15,Group,340.04,1,Check-Out
101685,City Hotel,317,2023,January,10,2,3,3,1,0,DEU,Online TA,Direct,2,4,Non Refund,136,40,Transient-Party,237.85,3,Canceled
101686,Resort Hotel,249,2024,May,6,3,1,2,1,1,NLD,Corporate,TA/TO,2,2,Non Refund,457,41,Contract,74.73,3,Canceled
101687,City Hotel,166,2025,March,23,1,6,2,0,1,UAE,Direct,TA/TO,2,1,Non Refund,70,3,Transient,344.9,1,Check-Out
101688,Resort Hotel,1,2025,April,7,2,7,3,1,1,DEU,Offline TA/TO,Direct,2,4,Non Refund,168,17,Transient-Party,344.31,0,Check-Out
101689,Resort Hotel,170,2025,July,16,3,1,3,0,1,USA,Online TA,Direct,3,3,No Deposit,368,22,Contract,118.68,2,Check-Out
101690,,30,2023,February,21,1,6,4,1,0,AUS,Offline TA/TO,GDS,1,2,No Deposit,307,6,Contract,132.56,2,Check-Out
101691,Resort Hotel,192,2024,November,20,1,5,1,2,0,USA,Direct,GDS,3,0,No Deposit,403,42,Transient,180.6,4,Canceled
101692,Resort Hotel,89,2023,May,3,4,4,3,1,0,IND,Direct,Direct,3,4,Non Refund,268,23,Transient-Party,239.31,2,Check-Out
101693,City Hotel,268,2025,October,7,1,1,4,1,0,SGP,Online TA,GDS,1,1,Non Refund,172,13,Contract,200.66,1,Check-Out
101694,City Hotel,220,2023,April,7,4,7,2,0,1,UAE,Corporate,Direct,2,2,Refundable,54,27,Contract,266.57,5,Canceled
101695,City Hotel,110,2023,June,16,1,2,3,1,0,FRA,Direct,Direct,2,0,Non Refund,154,11,Transient-Party,267.25,1,Check-Out
101696,City Hotel,358,2023,February,2,1,2,3,0,0,UAE,Offline TA/TO,GDS,2,4,Refundable,12,45,Contract,345.26,2,Check-Out
101697,City Hotel,140,2023,April,13,2,4,3,2,0,IND,Direct,TA/TO,2,4,Non Refund,388,8,Transient,329.13,5,Check-Out
101698,City Hotel,29,2023,,9,3,3,2,1,0,AUS,Groups,TA/TO,2,4,Non Refund,259,30,Transient,145.14,5,Check-Out
101699,Resort Hotel,250,2023,July,20,2,3,4,1,1,IND,Direct,GDS,5,3,Non Refund,409,27,Group,135.48,4,Check-Out
101700,Resort Hotel,181,2025,December,13,4,3,1,1,1,AUS,Direct,GDS,5,3,Non Refund,61,35,Transient,307.46,5,Canceled
101701,Resort Hotel,254,2023,August,22,1,1,1,2,0,SGP,Groups,Direct,1,4,No Deposit,204,3,Contract,342.18,1,Check-Out
101702,City Hotel,246,2023,January,12,3,4,4,2,1,NLD,Offline TA/TO,,1,2,No Deposit,256,42,Contract,104.71,2,Check-Out
101703,City Hotel,101,2023,April,22,2,2,1,0,0,FRA,Online TA,GDS,2,3,No Deposit,216,19,Transient,237.38,2,Canceled
101704,City Hotel,292,2023,January,5,4,2,3,2,1,NLD,Groups,TA/TO,1,1,No Deposit,319,34,Group,118.87,3,Check-Out
101705,City Hotel,162,2024,February,3,4,1,3,1,1,FRA,Offline TA/TO,Direct,1,4,Non Refund,215,45,Group,159.76,1,Check-Out
101706,City Hotel,173,2025,April,20,3,3,4,0,0,NLD,Online TA,Direct,1,3,Non Refund,189,3,Contract,293.49,4,Check-Out
101707,Resort Hotel,81,2023,December,9,1,6,2,1,0,USA,Direct,Corporate,4,3,No Deposit,492,18,Transient-Party,50.9,5,Check-Out
101708,City Hotel,272,2023,May,17,3,7,4,0,0,GBR,Direct,GDS,4,1,No Deposit,287,37,Transient,340.76,4,Check-Out
101709,Resort Hotel,318,2023,March,26,3,4,1,1,0,CAN,Groups,GDS,0,0,Non Refund,414,14,Contract,81.61,1,Check-Out
101710,City Hotel,106,2024,July,1,1,6,1,0,1,UAE,Direct,Direct,3,3,Non Refund,91,41,Group,134.77,4,Check-Out
101711,City Hotel,108,2024,July,1,2,2,4,1,0,AUS,Offline TA/TO,Direct,0,1,Non Refund,125,40,Group,155.68,0,Canceled
101712,City Hotel,141,2023,November,1,3,5,1,2,0,IND,Corporate,Direct,4,2,No Deposit,127,30,Transient-Party,177.79,4,Check-Out
101713,Resort Hotel,14,2024,December,9,2,4,4,1,1,GBR,Online TA,GDS,2,1,Non Refund,407,19,Contract,87.05,0,Check-Out
101714,Resort Hotel,131,2023,November,20,0,4,3,0,1,USA,Offline TA/TO,Direct,0,2,Refundable,370,25,Transient-Party,261.64,3,No-Show
101715,City Hotel,147,2025,January,9,2,3,3,2,0,DEU,Direct,GDS,3,2,No Deposit,440,43,Transient,114.52,4,Canceled
101716,Resort Hotel,114,2024,September,1,2,4,4,0,1,IND,Corporate,Corporate,4,2,No Deposit,279,22,Contract,130.72,3,Canceled
101717,City Hotel,265,2024,March,7,2,2,3,2,1,DEU,Online TA,Direct,2,2,Non Refund,267,40,Transient-Party,332.15,1,Check-Out
101718,Resort Hotel,152,2023,March,26,2,1,4,1,1,AUS,Online TA,TA/TO,3,2,No Deposit,250,8,Transient,327.41,0,Check-Out
101719,City Hotel,131,2025,May,3,4,7,3,0,0,NLD,Corporate,GDS,2,0,Non Refund,157,7,Transient-Party,81.74,3,Check-Out
101720,City Hotel,339,2023,January,28,0,7,3,1,0,NLD,Groups,Direct,0,1,Refundable,262,14,Transient-Party,190.02,3,Check-Out
101721,City Hotel,86,2025,January,13,4,4,3,2,1,IND,Corporate,Corporate,3,3,No Deposit,174,0,Contract,227.62,5,Check-Out
101722,City Hotel,8,2024,September,3,0,4,2,1,0,DEU,Offline TA/TO,Direct,2,4,No Deposit,147,13,Transient-Party,222.13,1,Canceled
101723,Resort Hotel,184,2024,September,25,3,3,2,1,0,UAE,Corporate,GDS,1,1,No Deposit,80,44,Transient-Party,258.26,1,Check-Out
101724,Resort Hotel,104,2025,July,16,2,6,1,0,0,FRA,Direct,GDS,3,4,Non Refund,134,38,Transient,141.78,0,Canceled
101725,Resort Hotel,229,2024,July,11,4,2,4,1,1,CAN,Online TA,GDS,2,1,Refundable,284,24,Transient-Party,92.67,1,Canceled
101726,City Hotel,28,2023,July,5,0,5,2,1,1,NLD,Groups,Direct,1,0,Refundable,104,20,Contract,65.28,4,Check-Out
101727,City Hotel,313,2024,August,18,2,7,3,0,0,NLD,Offline TA/TO,Direct,0,2,No Deposit,108,17,Transient-Party,232.41,1,Check-Out
101728,City Hotel,88,2024,February,21,3,7,2,2,1,CAN,Offline TA/TO,GDS,0,2,Refundable,304,14,Group,132.65,1,Check-Out
101729,City Hotel,290,2023,March,25,3,1,3,0,1,NLD,Groups,Direct,1,1,Non Refund,480,31,Transient-Party,135.58,1,Check-Out
101730,Resort Hotel,289,2025,March,13,4,1,2,2,0,SGP,Offline TA/TO,TA/TO,0,2,Non Refund,101,44,Transient,253.5,0,Canceled
101731,Resort Hotel,364,2024,June,2,3,1,3,2,1,DEU,Groups,GDS,0,3,No Deposit,402,40,Contract,318.08,5,Check-Out
101732,Resort Hotel,193,2023,June,23,3,4,2,1,1,GBR,Corporate,Corporate,0,2,Non Refund,200,1,Transient,145.8,2,Check-Out
101733,Resort Hotel,134,2023,December,2,4,1,2,0,0,NLD,Offline TA/TO,GDS,2,1,No Deposit,96,0,Group,78.62,5,Canceled
101734,City Hotel,345,2025,May,21,2,5,3,2,0,DEU,Direct,Corporate,2,0,Refundable,131,37,Transient,122.92,2,Canceled
101735,City Hotel,254,2023,August,28,1,7,1,0,1,CAN,Groups,TA/TO,2,2,No Deposit,390,36,Transient-Party,264.63,4,Canceled
101736,Resort Hotel,187,2023,February,17,2,3,2,2,0,FRA,Groups,GDS,5,0,No Deposit,481,11,Transient,308.32,5,Canceled
101737,Resort Hotel,124,2024,February,9,3,1,2,2,0,FRA,Corporate,GDS,0,3,No Deposit,8,40,Contract,132.17,4,Canceled
101738,City Hotel,27,2025,October,2,3,7,1,1,0,GBR,Groups,Corporate,5,1,Non Refund,330,33,Group,156.94,4,No-Show
101739,City Hotel,188,2023,February,20,1,1,2,2,0,USA,Groups,Direct,4,1,Refundable,416,31,Group,98.59,3,Canceled
101740,City Hotel,291,2024,May,9,0,2,2,2,0,UAE,Online TA,Direct,4,1,No Deposit,499,45,Transient,269.72,3,Check-Out
101741,City Hotel,254,2025,September,11,2,4,4,1,0,FRA,Groups,Corporate,1,0,No Deposit,414,49,Transient-Party,106.88,1,Check-Out
101742,Resort Hotel,345,2024,October,13,2,4,2,2,0,AUS,Groups,GDS,1,0,Refundable,187,6,Transient,101.41,1,Check-Out
101743,City Hotel,277,2023,October,20,0,6,2,1,0,UAE,Direct,GDS,1,1,Non Refund,154,35,Contract,110.78,3,Check-Out
101744,City Hotel,334,2025,September,3,4,1,2,2,1,NLD,Groups,Corporate,1,0,No Deposit,81,1,Group,93.7,0,Canceled
101745,City Hotel,277,2023,May,6,0,5,2,0,1,CAN,Direct,Direct,2,4,Non Refund,93,32,Group,270.76,0,Canceled
101746,Resort Hotel,39,2025,October,5,2,2,3,2,1,GBR,Direct,GDS,3,2,Refundable,147,13,Transient-Party,231.45,1,Canceled
101747,Resort Hotel,101,2023,April,12,3,5,1,2,1,AUS,Online TA,GDS,2,4,Refundable,28,32,Transient-Party,186.4,4,Check-Out
101748,Resort Hotel,340,2024,September,1,2,4,1,2,1,GBR,Offline TA/TO,GDS,3,2,No Deposit,179,12,Group,276.29,5,Check-Out
101749,Resort Hotel,286,2023,January,25,2,,2,0,0,DEU,Offline TA/TO,Corporate,1,2,Non Refund,102,33,Group,245.36,5,Check-Out
101750,City Hotel,322,2025,June,16,1,7,1,2,1,UAE,Corporate,GDS,3,3,Non Refund,251,1,Transient-Party,299.31,5,Canceled
101751,City Hotel,351,2024,June,10,3,1,1,1,0,FRA,Corporate,GDS,1,0,Refundable,361,44,Transient,59.54,1,Canceled
101752,Resort Hotel,67,2025,March,4,2,7,2,0,0,FRA,Online TA,GDS,0,2,No Deposit,336,7,Transient-Party,342.24,2,Check-Out
101753,Resort Hotel,181,2023,November,15,0,5,2,0,1,GBR,Online TA,Direct,4,2,Non Refund,414,18,Contract,286.35,0,Check-Out
101754,Resort Hotel,27,2025,April,7,2,2,1,0,1,SGP,Corporate,TA/TO,4,4,Non Refund,317,0,Transient,308.82,3,Canceled
101755,City Hotel,200,2023,May,13,3,1,1,2,0,GBR,Corporate,Corporate,3,3,Refundable,56,43,Transient-Party,69.45,2,Check-Out
101756,City Hotel,3,2023,September,16,1,5,2,1,0,AUS,Offline TA/TO,TA/TO,2,2,No Deposit,440,41,Contract,294.37,1,Canceled
101757,City Hotel,252,2025,November,8,1,4,3,0,0,CAN,Online TA,Direct,3,1,No Deposit,50,19,Group,289.58,3,Canceled
101758,City Hotel,20,2024,September,24,0,7,2,2,1,IND,Corporate,Direct,5,2,Non Refund,305,5,Group,92.13,0,Check-Out
101759,City Hotel,308,2024,August,12,2,7,3,2,0,UAE,Offline TA/TO,GDS,2,2,Non Refund,487,17,Transient,113.86,5,Check-Out
101760,City Hotel,109,2024,August,10,2,7,4,0,1,GBR,Corporate,TA/TO,0,0,No Deposit,5,21,Group,92.02,0,Check-Out
101761,City Hotel,123,2023,November,17,2,2,4,1,0,NLD,Direct,Direct,5,4,Refundable,16,30,Transient,108.86,4,Check-Out
101762,Resort Hotel,115,2024,June,19,1,1,3,0,0,AUS,Online TA,GDS,4,2,Non Refund,164,46,Transient,220.53,0,Check-Out
101763,Resort Hotel,303,2024,April,21,0,2,2,2,0,IND,Direct,Corporate,1,2,Non Refund,60,17,Group,282.8,4,Check-Out
101764,City Hotel,135,2025,April,27,3,1,4,0,1,NLD,Groups,TA/TO,2,1,No Deposit,196,21,Transient,309.11,4,Check-Out
101765,Resort Hotel,351,2024,December,24,1,4,3,0,1,UAE,Corporate,GDS,3,0,Refundable,396,10,Contract,266.06,1,Check-Out
101766,Resort Hotel,,2025,May,26,1,4,4,0,0,DEU,Groups,Corporate,2,1,Refundable,377,26,Transient-Party,346.41,2,Canceled
101767,Resort Hotel,71,2024,March,16,1,4,2,0,0,DEU,Corporate,Direct,4,4,No Deposit,272,39,Contract,185.27,0,Check-Out
101768,Resort Hotel,162,2024,February,26,0,1,1,2,0,SGP,Online TA,GDS,0,2,Non Refund,23,45,Transient-Party,58.65,5,Canceled
101769,Resort Hotel,83,2025,March,2,3,3,3,0,1,IND,Corporate,GDS,5,0,No Deposit,200,3,Contract,108.45,0,Check-Out
101770,Resort Hotel,257,2024,December,9,3,5,4,1,0,FRA,Groups,GDS,2,2,Non Refund,228,3,Group,217.69,4,No-Show
101771,City Hotel,68,2025,April,2,1,1,4,2,1,AUS,Offline TA/TO,GDS,1,3,Refundable,430,16,Contract,59.43,3,Canceled
101772,Resort Hotel,59,2025,August,16,4,7,1,0,1,AUS,Offline TA/TO,Direct,0,2,Refundable,166,5,Group,291.68,3,No-Show
101773,Resort Hotel,207,2024,May,9,4,2,2,0,0,CAN,Groups,Direct,3,0,No Deposit,359,16,Contract,294.09,1,Canceled
101774,City Hotel,303,2024,March,16,0,1,2,1,0,USA,Direct,TA/TO,5,4,Refundable,206,43,Transient-Party,274.76,5,Check-Out
101775,City Hotel,5,2024,December,14,3,4,2,1,1,IND,Direct,Corporate,5,1,Refundable,26,3,Transient,120.82,0,Check-Out
101776,City Hotel,250,2023,February,4,4,3,4,0,0,USA,Offline TA/TO,GDS,5,3,Non Refund,256,24,Group,82.47,4,Canceled
101777,City Hotel,75,2025,June,25,4,7,2,0,0,SGP,Offline TA/TO,GDS,3,0,No Deposit,156,13,Transient-Party,149.16,2,Canceled
101778,Resort Hotel,141,2025,January,4,2,4,3,2,1,NLD,Offline TA/TO,GDS,3,0,Non Refund,35,1,Contract,127.29,5,Canceled
101779,City Hotel,65,2025,June,5,0,3,2,1,0,AUS,Corporate,Corporate,2,2,No Deposit,429,39,Group,299.58,0,Check-Out
101780,City Hotel,153,2025,May,8,4,2,2,1,1,UAE,Offline TA/TO,Corporate,3,4,Non Refund,84,35,Transient-Party,128.33,1,Check-Out
101781,Resort Hotel,285,2025,April,14,4,1,4,2,1,USA,Corporate,Corporate,4,1,Refundable,37,35,Transient-Party,150.6,5,Check-Out
101782,City Hotel,142,2024,January,12,2,1,3,0,1,CAN,Direct,GDS,2,2,No Deposit,171,13,Group,305.25,0,Check-Out
101783,Resort Hotel,356,2024,September,25,3,4,2,2,1,DEU,Offline TA/TO,Direct,5,0,No Deposit,446,,Transient,273.26,3,Canceled
101784,City Hotel,137,2023,February,19,4,3,4,0,1,GBR,Offline TA/TO,Direct,1,2,Refundable,442,47,Transient,215.81,3,Check-Out
